#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Constant to convert from field to current: 13.2944 A/T
#	Current field: 0.1 T
#	Field Step: 0.05 T
#	Max Field: 0.3 T
#	Maximum temperature: 10.5 K
#	Min Field: -0.3 T
#	Minimum temperature: 8.2 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 1 K/min
#	Sample name: 3169
#	Set current: 0.0001 A
#	Time per measurement: 0.1 s
#Data:
Temperature (K),Voltage (V),Resistance (ohm)
8.2703,6.50925091e-06,0.06509250909999999
8.2694,-1.63211476e-06,-0.0163211476
8.2687,-1.66429831e-06,-0.016642983099999998
8.2679,-1.60144053e-06,-0.0160144053
8.2672,-1.57227453e-06,-0.015722745299999997
8.2664,-1.53154269e-06,-0.015315426899999998
8.2656,-1.50388465e-06,-0.015038846499999998
8.2649,-1.50287892e-06,-0.0150287892
8.2642,-1.42342674e-06,-0.0142342674
8.2635,-1.50287892e-06,-0.0150287892
8.2627,-1.41739239e-06,-0.014173923899999998
8.2619,-1.42443246e-06,-0.0142443246
8.2612,-1.53506209e-06,-0.0153506209
8.2605,-1.38722068e-06,-0.0138722068
8.2598,-1.41789464e-06,-0.0141789464
8.259,-1.35604266e-06,-0.0135604266
8.2583,-1.33140244e-06,-0.013314024399999999
8.2576,-1.3490026e-06,-0.013490026
8.2569,-1.29419079e-06,-0.0129419079
8.2563,-1.36006568e-06,-0.013600656799999998
8.2555,-1.25949333e-06,-0.012594933299999998
8.2548,-1.31883102e-06,-0.0131883102
8.2542,-1.37615801e-06,-0.013761580099999999
8.2536,-1.20367632e-06,-0.0120367632
8.2529,-1.33140329e-06,-0.013314032899999998
8.2522,-1.26402045e-06,-0.012640204499999998
8.2515,-1.22379146e-06,-0.012237914599999998
8.2509,-1.32989542e-06,-0.013298954200000001
8.2504,-1.29519792e-06,-0.0129519792
8.2497,-1.19211041e-06,-0.0119211041
8.249,-1.35202054e-06,-0.013520205399999999
8.2484,-1.28865992e-06,-0.012886599199999998
8.2477,-1.26955117e-06,-0.012695511699999999
8.2472,-1.30726596e-06,-0.013072659599999998
8.2466,-1.27508278e-06,-0.0127508278
8.246,-1.17249892e-06,-0.0117249892
8.2454,-1.29972302e-06,-0.012997230200000001
8.2449,-1.31531136e-06,-0.0131531136
8.2444,-1.31179133e-06,-0.013117913299999999
8.2438,-1.34900311e-06,-0.0134900311
8.2431,-1.27357383e-06,-0.012735738299999999
8.2426,-1.31179054e-06,-0.0131179054
8.2421,-1.31933346e-06,-0.0131933346
8.2416,-1.31430485e-06,-0.0131430485
8.241,-1.3490023e-06,-0.013490022999999999
8.2404,-1.26954988e-06,-0.0126954988
8.2399,-1.28363e-06,-0.0128363
8.2393,-1.27407563e-06,-0.012740756299999998
8.2389,-1.30223587e-06,-0.0130223587
8.2384,-1.29569875e-06,-0.0129569875
8.2379,-1.31732179e-06,-0.013173217899999999
8.2373,-1.31631606e-06,-0.0131631606
8.2368,-1.31782465e-06,-0.013178246499999999
8.2364,-1.3163162e-06,-0.013163161999999999
8.2359,-1.2836302e-06,-0.012836301999999999
8.2354,-1.2967046e-06,-0.012967046
8.2349,-1.25748141e-06,-0.012574814099999998
8.2345,-1.25949319e-06,-0.0125949319
8.234,-1.25848747e-06,-0.012584874699999998
8.2336,-1.24340162e-06,-0.012434016199999998
