#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Constant to convert from field to current: 13.2944 A/T
#	Current field: 0.2 T
#	Field Step: 0.05 T
#	Max Field: 0.3 T
#	Maximum temperature: 10.5 K
#	Min Field: -0.3 T
#	Minimum temperature: 8.2 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 1 K/min
#	Sample name: 3169
#	Set current: 0.0001 A
#	Time per measurement: 0.1 s
#Data:
Temperature (K),Voltage (V),Resistance (ohm)
8.2732,1.15107297e-05,0.115107297
8.2725,-1.95645981e-06,-0.019564598099999997
8.2717,-1.87851624e-06,-0.0187851624
8.271,-1.98411721e-06,-0.019841172100000002
8.2702,-1.99165868e-06,-0.0199165868
8.2694,-1.83476594e-06,-0.018347659399999997
8.2686,-1.87449199e-06,-0.0187449199
8.2679,-2.06205927e-06,-0.0206205927
8.2672,-2.09122538e-06,-0.0209122538
8.2665,-1.85488052e-06,-0.0185488052
8.2658,-1.79956577e-06,-0.0179956577
8.2651,-1.90566952e-06,-0.019056695199999998
8.2645,-1.76587359e-06,-0.0176587359
8.2638,-1.71961036e-06,-0.0171961036
8.2631,-1.70100449e-06,-0.0170100449
8.2624,-1.55064898e-06,-0.0155064898
8.2618,-1.58836394e-06,-0.0158836394
8.2612,-1.58786108e-06,-0.015878610799999998
8.2605,-1.7568225e-06,-0.017568225
8.2598,-1.89561224e-06,-0.0189561224
8.2591,-1.72313147e-06,-0.0172313147
8.2585,-1.68290254e-06,-0.0168290254
8.2579,-1.73369156e-06,-0.0173369156
8.2573,-1.65122226e-06,-0.0165122226
8.2567,-1.57629651e-06,-0.0157629651
8.2561,-1.57428506e-06,-0.015742850599999997
8.2554,-1.67184026e-06,-0.016718402599999998
8.2549,-1.63613707e-06,-0.0163613707
8.2543,-1.59942933e-06,-0.0159942933
8.2537,-1.50740553e-06,-0.015074055299999998
8.2531,-1.30978066e-06,-0.0130978066
8.2525,-1.4772338e-06,-0.014772338
8.252,-1.49583898e-06,-0.014958389800000001
8.2515,-1.40180379e-06,-0.0140180379
8.2506,-1.41236389e-06,-0.014123638899999999
8.25,-1.33341456e-06,-0.0133341456
8.2495,-1.34900327e-06,-0.013490032699999998
8.249,-1.30475141e-06,-0.0130475141
8.2484,-1.27759687e-06,-0.0127759687
8.2478,-1.27256825e-06,-0.012725682499999998
8.2473,-1.35101451e-06,-0.013510145099999999
8.2468,-1.46767846e-06,-0.0146767846
8.2463,-1.48527863e-06,-0.014852786299999999
8.2458,-1.63915437e-06,-0.0163915437
8.2452,-1.3761573e-06,-0.013761573
8.2447,-1.47974682e-06,-0.014797468199999999
8.2442,-1.46918672e-06,-0.014691867199999998
8.2437,-1.4103519e-06,-0.014103519
8.2433,-1.41437473e-06,-0.014143747299999999
8.2427,-1.5803191e-06,-0.015803190999999998
8.2422,-1.30123084e-06,-0.013012308399999999
8.2418,-1.5094156e-06,-0.015094156
8.2413,-1.40482027e-06,-0.014048202699999998
8.2409,-1.29921931e-06,-0.012992193099999999
8.2404,-1.37464857e-06,-0.013746485699999998
8.24,-1.40783744e-06,-0.0140783744
8.2396,-1.44303799e-06,-0.014430379899999998
8.2392,-1.57679923e-06,-0.0157679923
8.2388,-1.41236343e-06,-0.014123634299999998
8.2384,-1.28614537e-06,-0.0128614537
8.2379,-1.3107856e-06,-0.013107856
8.2375,-1.53154198e-06,-0.0153154198
8.2371,-1.4058265e-06,-0.014058264999999999
8.2367,-1.53456006e-06,-0.0153456006
8.2363,-1.60998939e-06,-0.0160998939
8.2358,-1.79303126e-06,-0.017930312599999998
8.2354,-1.83175165e-06,-0.0183175165
8.2351,-1.55517681e-06,-0.015551768099999998
8.2347,-1.76084738e-06,-0.0176084738
8.2344,-1.85186541e-06,-0.0185186541
8.234,-1.73570428e-06,-0.0173570428
8.2337,-1.83275634e-06,-0.0183275634
8.2334,-1.82772773e-06,-0.0182772773
8.2331,-1.82169338e-06,-0.018216933799999998
8.2327,-1.92628866e-06,-0.0192628866
8.2324,-2.01881532e-06,-0.0201881532
8.2321,-1.77040152e-06,-0.0177040152
8.2318,-1.75430994e-06,-0.017543099399999998
8.2316,-2.01479243e-06,-0.020147924299999998
8.2313,-1.75984001e-06,-0.017598400099999998
8.2309,-1.80208038e-06,-0.0180208038
8.2306,-1.96551036e-06,-0.019655103599999998
