#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Constant to convert from field to current: 13.2944 A/T
#	Current field: 0.05 T
#	Field Step: 0.05 T
#	Max Field: 0.3 T
#	Maximum temperature: 10.5 K
#	Min Field: -0.3 T
#	Minimum temperature: 8.2 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 1
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 1 K/min
#	Sample name: 3169
#	Set current: 0.0001 A
#	Time per measurement: 0.1 s
#Data:
Temperature (K),Voltage (V),Resistance (ohm)
8.2674,3.58257686e-06,0.0358257686
8.2665,-1.6215531e-06,-0.016215531
8.2656,-1.52299225e-06,-0.015229922499999998
8.2648,-1.54763308e-06,-0.015476330799999998
8.2639,-1.5828334e-06,-0.015828334
8.2629,-1.47823816e-06,-0.0147823816
8.262,-1.51042131e-06,-0.0151042131
8.2613,-1.53506162e-06,-0.0153506162
8.2604,-1.39677463e-06,-0.013967746299999998
8.2596,-1.46717528e-06,-0.0146717528
8.2588,-1.56825049e-06,-0.0156825049
8.2579,-1.39878558e-06,-0.0139878558
8.2572,-1.48427204e-06,-0.014842720399999999
8.2564,-1.43750592e-06,-0.0143750592
8.2556,-1.37917398e-06,-0.0137917398
8.2547,-1.46264878e-06,-0.014626487799999999
8.2539,-1.49282047e-06,-0.0149282047
8.2531,-1.38973387e-06,-0.0138973387
8.2524,-1.46616881e-06,-0.014661688099999999
8.2516,-1.44806545e-06,-0.014480654499999999
8.2508,-1.40632796e-06,-0.014063279599999999
8.2501,-1.39174498e-06,-0.0139174498
8.2494,-1.37213339e-06,-0.013721333899999999
8.2487,-1.37263588e-06,-0.013726358799999998
8.2479,-1.35151571e-06,-0.013515157099999998
8.2472,-1.3308984e-06,-0.013308984
8.2464,-1.37515018e-06,-0.0137515018
8.2458,-1.34397303e-06,-0.0134397303
8.2451,-1.38520765e-06,-0.013852076500000001
8.2444,-1.3806819e-06,-0.013806819
8.2436,-1.36811037e-06,-0.013681103699999999
8.2429,-1.31480738e-06,-0.0131480738
8.2422,-1.39073945e-06,-0.0139073945
8.2416,-1.37917364e-06,-0.013791736399999999
8.2409,-1.29519579e-06,-0.0129519579
8.2403,-1.29318394e-06,-0.012931839399999999
8.2396,-1.28111527e-06,-0.0128111527
8.239,-1.39677335e-06,-0.0139677335
8.2383,-1.33944717e-06,-0.0133944717
8.2377,-1.35503612e-06,-0.0135503612
