#Procedure: <__main__.CryoProcedure>
#Parameters:
#	Constant to convert from field to current: 13.2944 A/T
#	Current field: 0.05 T
#	Field Step: 0.05 T
#	Max Field: 0.3 T
#	Maximum temperature: 11 K
#	Min Field: -0.3 T
#	Minimum temperature: 8.6 K
#	Number of power line cycles aka. measurement accurac (0.1/1/10): 5
#	Amperage of heater: 1.414 A
#	Temperature ramp rate: 1 K/min
#	Sample name: 3168_full_hysteresis
#	Set current: 0.0001 A
#	Time per measurement: 0.1 s
#Data:
Temperature (K),Voltage (V),Resistance (ohm)
8.6564,5.06557602e-05,0.506557602
8.6533,5.34114186e-05,0.5341141859999999
8.6515,5.38114975e-05,0.5381149749999999
8.6498,5.37938973e-05,0.5379389729999999
8.6484,5.66105305e-05,0.566105305
8.6467,5.61151085e-05,0.561151085
8.6451,4.37396174e-05,0.43739617399999997
8.6435,5.5727199e-05,0.5572719899999999
8.6423,6.59688356e-05,0.659688356
8.6409,5.76652381e-05,0.5766523809999999
8.6394,5.71252624e-05,0.571252624
8.6382,5.49078288e-05,0.5490782879999999
8.6369,4.98554506e-05,0.49855450599999995
8.6356,4.7959451e-05,0.47959451
8.6343,4.99962526e-05,0.49996252599999996
8.6333,5.99885685e-05,0.599885685
8.6321,5.36715872e-05,0.5367158719999999
8.6308,5.71325004e-05,0.571325004
8.6299,5.80878756e-05,0.5808787559999999
8.6288,4.56413736e-05,0.456413736
8.6279,5.70607244e-05,0.570607244
8.6269,5.03309882e-05,0.5033098819999999
8.6261,5.74507461e-05,0.5745074609999999
8.6253,5.1871363e-05,0.5187136299999999
8.6243,5.17756186e-05,0.517756186
8.6237,5.08821288e-05,0.508821288
8.6229,5.51485326e-05,0.551485326
8.6222,5.14999482e-05,0.514999482
8.6216,5.41960065e-05,0.541960065
8.6211,5.44487462e-05,0.544487462
8.6207,5.22024501e-05,0.522024501
8.6202,4.88774286e-05,0.488774286
8.6199,6.58228661e-05,0.6582286609999999
8.6195,5.68106237e-05,0.568106237
8.6191,5.89967781e-05,0.589967781
8.619,5.62527455e-05,0.562527455
8.6188,5.82730551e-05,0.5827305509999999
8.6187,5.37096576e-05,0.5370965759999999
8.6188,5.85415711e-05,0.585415711
8.6189,5.98654126e-05,0.598654126
8.6189,6.62084471e-05,0.6620844709999999
8.6191,6.45416519e-05,0.645416519
8.6195,6.49983536e-05,0.649983536
8.6198,6.89392035e-05,0.6893920349999999
8.6204,6.04389263e-05,0.604389263
8.6209,6.30155021e-05,0.630155021
8.6215,5.60767802e-05,0.560767802
8.6221,6.05752025e-05,0.6057520249999999
8.6229,6.49383543e-05,0.649383543
8.6239,6.66467853e-05,0.6664678529999999
8.6247,6.70415337e-05,0.670415337
8.6259,7.00599561e-05,0.7005995609999999
8.6271,6.18739263e-05,0.6187392629999999
8.6282,7.10377258e-05,0.710377258
8.6296,7.36265725e-05,0.736265725
8.6311,7.29009391e-05,0.729009391
8.6328,7.13903343e-05,0.713903343
8.6342,7.37580213e-05,0.737580213
8.636,7.51090987e-05,0.751090987
8.638,8.03532696e-05,0.8035326959999999
8.6402,7.64064887e-05,0.764064887
8.642,6.56755651e-05,0.6567556509999999
8.6444,6.56857229e-05,0.656857229
8.6469,6.16145333e-05,0.616145333
8.6494,5.72427101e-05,0.5724271009999999
8.6517,6.83446428e-05,0.683446428
8.6544,6.8192979e-05,0.68192979
8.6574,6.90889823e-05,0.6908898229999999
8.66,6.08617227e-05,0.608617227
8.6632,7.07003602e-05,0.707003602
8.6665,7.97532221e-05,0.797532221
8.6693,7.34265131e-05,0.734265131
8.673,7.01907823e-05,0.701907823
8.6768,7.15219647e-05,0.715219647
8.6806,7.22787755e-05,0.722787755
8.684,7.33308683e-05,0.7333086829999999
8.6881,7.50313542e-05,0.750313542
8.6924,7.23990607e-05,0.723990607
8.6961,7.56772554e-05,0.756772554
8.7006,7.4803077e-05,0.74803077
8.7053,6.80556506e-05,0.6805565060000001
8.7093,6.79434114e-05,0.679434114
8.7142,6.54285895e-05,0.654285895
8.7192,6.90823979e-05,0.690823979
8.7236,7.48550267e-05,0.7485502669999999
8.729,6.78703534e-05,0.678703534
8.7346,7.13396086e-05,0.713396086
8.7403,7.17772004e-05,0.7177720039999999
8.7452,7.09858944e-05,0.7098589439999999
8.7511,7.27003572e-05,0.727003572
8.7572,7.31364404e-05,0.7313644039999999
8.7624,6.65816432e-05,0.665816432
8.7686,7.54473314e-05,0.754473314
8.7752,7.39434672e-05,0.7394346719999999
8.7819,7.68799901e-05,0.768799901
8.7875,7.41135357e-05,0.741135357
8.7944,7.07126685e-05,0.7071266849999999
8.8015,6.82637223e-05,0.682637223
8.8076,7.45764761e-05,0.745764761
8.8148,7.49846003e-05,0.7498460029999999
8.8222,7.4556965e-05,0.74556965
8.8297,7.37617363e-05,0.737617363
8.8362,6.71306735e-05,0.6713067349999999
8.844,7.01606286e-05,0.7016062860000001
8.8519,6.75519136e-05,0.675519136
8.8587,6.07302613e-05,0.607302613
8.867,7.12401196e-05,0.712401196
8.8753,6.80176663e-05,0.680176663
8.8823,6.8850912e-05,0.6885091199999999
8.8909,6.88666013e-05,0.688666013
8.8996,7.03861559e-05,0.7038615589999999
8.9084,7.29769617e-05,0.729769617
8.9158,6.78883764e-05,0.6788837640000001
8.9249,7.60431269e-05,0.760431269
8.934,7.40178909e-05,0.740178909
8.9416,7.33146854e-05,0.733146854
8.9511,7.00865978e-05,0.7008659780000001
8.9606,7.00383228e-05,0.700383228
8.9701,7.27670763e-05,0.727670763
8.9782,7.02454122e-05,0.702454122
8.988,6.88340729e-05,0.688340729
8.9979,7.24151718e-05,0.7241517179999999
9.0062,7.27704958e-05,0.7277049579999999
9.0163,7.38363673e-05,0.7383636729999999
9.0265,6.91846566e-05,0.691846566
9.0367,7.19567466e-05,0.719567466
9.0453,7.20869885e-05,0.7208698849999999
9.0557,6.9534449e-05,0.69534449
9.0662,6.98087112e-05,0.698087112
9.075,7.49195228e-05,0.749195228
9.0857,6.76214524e-05,0.6762145239999999
9.0965,7.01843631e-05,0.7018436309999999
9.1073,7.61887657e-05,0.7618876569999999
9.1164,6.35704888e-05,0.635704888
9.1274,6.2517189e-05,0.62517189
9.1385,5.67155414e-05,0.567155414
9.1476,6.53683298e-05,0.653683298
9.1589,7.82925493e-05,0.782925493
9.1701,6.49645367e-05,0.649645367
9.1814,6.13431077e-05,0.613431077
9.1908,6.23363657e-05,0.623363657
9.2023,6.64642798e-05,0.664642798
9.2142,6.34007287e-05,0.634007287
9.2261,6.24990926e-05,0.624990926
9.2361,6.12102687e-05,0.6121026869999999
9.248,6.57272001e-05,0.6572720009999999
9.2601,6.65696995e-05,0.665696995
9.2722,6.4267384e-05,0.6426738399999999
9.2823,7.48496675e-05,0.7484966750000001
9.2945,6.74890366e-05,0.674890366
9.3067,5.9417154e-05,0.5941715399999999
9.3169,6.50846366e-05,0.6508463659999999
9.3292,6.96585926e-05,0.6965859259999999
9.3415,7.35523738e-05,0.735523738
9.3518,7.41060278e-05,0.741060278
9.3641,7.68903892e-05,0.768903892
9.3765,6.81882164e-05,0.681882164
9.3889,7.32628244e-05,0.7326282439999999
9.3993,7.84531831e-05,0.7845318309999999
9.4117,8.4991931e-05,0.8499193099999999
9.4242,8.01451212e-05,0.8014512119999999
9.4347,8.69029169e-05,0.869029169
9.4471,9.41479884e-05,0.9414798839999999
9.4597,9.68631553e-05,0.968631553
9.4723,9.86908353e-05,0.986908353
9.4828,9.78328481e-05,0.9783284809999999
9.4953,0.000112013021,1.12013021
9.5081,0.000117267049,1.1726704899999998
9.5186,0.000122703013,1.22703013
9.5311,0.000127568226,1.2756822599999997
9.5437,0.000130847706,1.3084770599999997
9.5542,0.000145045546,1.45045546
9.5669,0.000163735905,1.63735905
9.5794,0.00018314878,1.8314877999999999
9.5921,0.000205666539,2.05666539
9.6026,0.000243947586,2.43947586
9.6153,0.000280187003,2.8018700299999995
9.628,0.000320699862,3.20699862
9.6385,0.000372598588,3.72598588
9.6512,0.000440829447,4.4082944699999995
9.6639,0.000509067447,5.09067447
9.6765,0.000600767795,6.00767795
9.6872,0.00070739336,7.0739336
9.6998,0.000816609481,8.166094809999999
9.7124,0.000926199858,9.26199858
9.7229,0.00104272031,10.4272031
9.7355,0.00114747605,11.474760499999999
9.7482,0.00124042584,12.4042584
9.7587,0.00132961702,13.2961702
9.7714,0.00139012319,13.901231899999999
9.784,0.00144262577,14.4262577
9.7966,0.0014861169,14.861169
9.8071,0.00151994269,15.1994269
9.8197,0.00154239932,15.4239932
9.8322,0.00156626497,15.6626497
9.8448,0.00158275431,15.8275431
9.8552,0.00159796576,15.9796576
9.8677,0.00160960708,16.0960708
9.8803,0.00162285121,16.2285121
9.8927,0.00162812194,16.2812194
9.9033,0.00163859801,16.385980099999998
9.9161,0.00164199597,16.4199597
9.9291,0.00165281118,16.5281118
9.9398,0.00165919837,16.5919837
9.9525,0.00166171256,16.617125599999998
9.9653,0.00165816887,16.5816887
9.9781,0.00167403736,16.740373599999998
9.9887,0.00166902752,16.6902752
10.0015,0.00167247416,16.724741599999998
10.0142,0.00167494372,16.7494372
10.0268,0.00167562138,16.756213799999998
10.0373,0.00168005534,16.8005534
10.05,0.0016833142,16.833142
10.0626,0.0016813295,16.813295
10.073,0.00168266641,16.8266641
10.0856,0.00168820013,16.8820013
10.0982,0.00168971284,16.8971284
10.1107,0.00169299162,16.929916199999997
10.1211,0.00169013919,16.901391899999997
10.1335,0.0016937403,16.937403
10.146,0.00169672007,16.9672007
10.1564,0.00170332439,17.0332439
10.1688,0.00169766305,16.9766305
10.1811,0.00170503675,17.0503675
10.1935,0.00170652505,17.065250499999998
10.2037,0.001706498,17.06498
10.2161,0.00170850302,17.0850302
10.2283,0.00170650323,17.0650323
10.2385,0.00171030951,17.1030951
10.2506,0.00171012335,17.1012335
10.2629,0.00171440463,17.1440463
10.275,0.00171875692,17.1875692
10.2852,0.00171294471,17.1294471
10.2972,0.00171353195,17.135319499999998
10.3093,0.00171514665,17.1514665
10.3194,0.00171566319,17.156631899999997
10.3315,0.0017162446,17.162446
10.3435,0.0017164361,17.164361
10.3556,0.00171375484,17.1375484
10.3656,0.00171771711,17.1771711
10.3775,0.00171859974,17.185997399999998
10.3894,0.00171777816,17.1777816
10.3993,0.00171976759,17.197675899999997
10.4112,0.00172403158,17.2403158
10.423,0.00172370501,17.2370501
10.4349,0.00171664298,17.1664298
10.4447,0.00171937344,17.193734399999997
10.4566,0.00171988193,17.198819299999997
10.4683,0.00171965313,17.1965313
10.4781,0.00171957931,17.1957931
10.4898,0.00172102344,17.2102344
10.5014,0.00171919372,17.1919372
10.513,0.00172881502,17.2881502
10.5224,0.00172555012,17.255501199999998
