[Header]
TITLE, default name
FILEOPENTIME, 13991754.64, 6/11/2024, 1:59 PM
BYAPP, Resistivity, 2.0, 1.0
INFO, APPNAME, PPMS MultiVu Application, Release 1.5.0.19
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm-m, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm-m, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm-m, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,13992848.73,69906,304.993698120117,-0.0549999997019768,0,0.0232350602722168,0.999000012874603,0.0186665141296387,0.999000012874603,0.249047500610352,0.999000012874603,,,5.83777759110554e-005,2.93965781099255e-005,3.35878774933195e-005,,25,23.2350602722168,18.6665141296387,249.047500610352,,,,,,,,,,23.3816872,18.6361637,442.9448242,
,13992877.88,69906,304.232559204102,-0.0549999997019768,0,0.0232260394287109,0.999000012874603,0.0186662082672119,0.999000012874603,0.249022811889648,0.999000012874603,,,4.40923480439715e-005,2.1666536735291e-005,3.75856086102024e-005,,25,23.2260394287109,18.6662082672119,249.022811889648,,,,,,,,,,23.2440815,18.6915894,442.9448242,
,13992890.23,69906,303.774139404297,-0.0549999997019768,0,0.0232015763092041,0.999000012874603,0.0186407511138916,0.999000012874603,0.248975795898437,0.999000012874603,,,3.35294872276426e-005,3.23033258508315e-005,3.42175278228445e-005,,25,23.2015763092041,18.6407511138916,248.975795898438,,,,,,,,,,23.2154140,18.6820316,442.9448242,
,13992903.72,69910,303.290344238281,-0.0549999997019768,0,0.0231611680603027,0.999000012874603,0.0186286672210693,0.999000012874603,0.248963782348633,0.999000012874603,,,3.66139840598298e-005,2.70634489957114e-005,3.63028874422357e-005,,25,23.1611680603027,18.6286672210693,248.963782348633,,,,,,,,,,23.1843338,18.6503048,442.9448242,
,13992917.02,69910,302.713256835938,-0.0549999997019768,0,0.0231248503112793,0.999000012874603,0.0186042767333984,0.999000012874603,0.248918060302734,0.999000012874603,,,3.90999023916467e-005,3.45207727741532e-005,3.78475769900109e-005,,25,23.1248503112793,18.6042767333984,248.918060302734,,,,,,,,,,23.1308136,18.6158981,442.9448242,
,13992935.17,69910,301.472396850586,-0.0549999997019768,0,0.0230681173706055,0.999000012874603,0.0185380632019043,0.999000012874603,0.248827150268555,0.999000012874603,,,5.17727350681384e-005,3.61932376022881e-005,3.61262663390222e-005,,25,23.0681173706055,18.5380632019043,248.827150268555,,,,,,,,,,22.9931870,18.6445713,442.9448242,
,13992946.27,69906,300.345642089844,-0.0549999997019768,0,0.0229882931518555,0.999000012874603,0.0185103851318359,0.999000012874603,0.248738533325195,0.999000012874603,,,4.39100379345504e-005,2.88119379069193e-005,3.52797970534918e-005,,25,22.9882931518555,18.5103851318359,248.738533325195,,,,,,,,,,22.9415760,18.5375271,442.9448242,
,13992959.36,69906,299.12370300293,-0.0549999997019768,0,0.0229420026397705,0.999000012874603,0.0184453465270996,0.999000012874603,0.248536618041992,0.999000012874603,,,5.6262447581111e-005,3.99983697312972e-005,6.25191608766827e-005,,25,22.9420026397705,18.4453465270996,248.536618041992,,,,,,,,,,22.9702492,18.4438648,442.9448242,
,13992991.33,69906,298.189147949219,-0.0549999997019768,0,0.022812241897583,0.999000012874603,0.0183385934448242,0.999000012874603,0.248354321899414,0.999000012874603,,,6.19052766482575e-005,3.42228406320172e-005,3.1719110635483e-005,,25,22.812241897583,18.3385934448242,248.354321899414,,,,,,,,,,22.8341007,18.3475361,442.9448242,
,13993008.06,69906,297.201553344727,-0.0549999997019768,0,0.0227384088897705,0.999000012874603,0.0182546710968018,0.999000012874603,0.248311594238281,0.999000012874603,,,5.37579533776797e-005,8.96540949116136e-005,3.87657849536686e-005,,25,22.7384088897705,18.2546710968018,248.311594238281,,,,,,,,,,22.7977962,18.2405300,442.9448242,
